image_id,split,image_filename,condition_scenario,camera_angle,lighting,distance,expected_classes,annotation_status,source_type,diagnostic_status
goat_0062,train,goat_0062.jpg,multiple_visible_signs,side_left,good,far,goat|eye_discharge|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0063,train,goat_0063.jpg,skin_lesion,side_right,outdoor,close,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0064,train,goat_0064.jpg,skin_lesion,side_right,indoor,medium,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0065,train,goat_0065.jpg,healthy,side_right,low_light,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0066,train,goat_0066.jpg,possible_lameness,front,good,medium,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0067,train,goat_0067.jpg,skin_lesion,front,good,far,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0068,train,goat_0068.jpg,healthy,side_right,indoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0069,train,goat_0069.jpg,possible_lameness,side_left,outdoor,medium,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0070,train,goat_0070.jpg,healthy,side_right,good,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0071,train,goat_0071.jpg,abnormal_posture,side_right,good,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0072,train,goat_0072.jpg,healthy,front,indoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0073,train,goat_0073.jpg,healthy,side_left,outdoor,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0074,train,goat_0074.jpg,skin_lesion,side_right,low_light,medium,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0075,train,goat_0075.jpg,possible_lameness,front,good,far,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0076,train,goat_0076.jpg,eye_discharge,side_right,good,close,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0077,train,goat_0077.jpg,healthy,side_left,outdoor,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0078,train,goat_0078.jpg,abnormal_posture,rear,good,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0079,train,goat_0079.jpg,healthy,side_left,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0080,train,goat_0080.jpg,nasal_discharge,side_left,low_light,close,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0081,train,goat_0081.jpg,healthy,side_right,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0082,train,goat_0082.jpg,healthy,side_left,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0083,train,goat_0083.jpg,abnormal_posture,rear,indoor,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0084,train,goat_0084.jpg,possible_lameness,side_left,low_light,close,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0085,train,goat_0085.jpg,healthy,side_right,low_light,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0086,train,goat_0086.jpg,possible_lameness,side_left,outdoor,close,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0087,train,goat_0087.jpg,abnormal_posture,front,low_light,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0088,train,goat_0088.jpg,possible_lameness,side_left,indoor,medium,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0089,train,goat_0089.jpg,healthy,side_left,indoor,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0090,train,goat_0090.jpg,skin_lesion,rear,outdoor,medium,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0091,train,goat_0091.jpg,possible_lameness,side_right,outdoor,far,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0092,train,goat_0092.jpg,eye_discharge,side_right,good,close,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0093,train,goat_0093.jpg,possible_lameness,side_right,indoor,far,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0094,train,goat_0094.jpg,multiple_visible_signs,side_right,good,close,goat|possible_lameness|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0095,train,goat_0095.jpg,healthy,side_right,low_light,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0096,train,goat_0096.jpg,multiple_visible_signs,front,low_light,far,goat|nasal_discharge|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0097,train,goat_0097.jpg,healthy,rear,good,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0098,train,goat_0098.jpg,possible_lameness,side_left,outdoor,medium,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0099,train,goat_0099.jpg,healthy,side_right,outdoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0100,train,goat_0100.jpg,possible_lameness,side_right,outdoor,far,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0101,train,goat_0101.jpg,eye_discharge,rear,outdoor,far,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0102,train,goat_0102.jpg,healthy,rear,low_light,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0103,train,goat_0103.jpg,abnormal_posture,side_left,outdoor,medium,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0104,train,goat_0104.jpg,nasal_discharge,front,outdoor,medium,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0105,train,goat_0105.jpg,healthy,side_right,low_light,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0106,train,goat_0106.jpg,eye_discharge,side_left,low_light,far,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0107,train,goat_0107.jpg,healthy,front,outdoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0108,train,goat_0108.jpg,skin_lesion,side_right,good,close,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0109,train,goat_0109.jpg,skin_lesion,side_left,indoor,close,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0110,train,goat_0110.jpg,healthy,side_left,low_light,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0111,train,goat_0111.jpg,possible_lameness,front,low_light,medium,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0112,train,goat_0112.jpg,possible_lameness,side_left,low_light,medium,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0113,train,goat_0113.jpg,healthy,side_left,good,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0114,train,goat_0114.jpg,abnormal_posture,side_left,indoor,far,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0115,train,goat_0115.jpg,eye_discharge,front,indoor,close,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0116,train,goat_0116.jpg,eye_discharge,rear,outdoor,medium,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0117,train,goat_0117.jpg,nasal_discharge,rear,low_light,close,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0118,train,goat_0118.jpg,abnormal_posture,rear,low_light,medium,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0119,train,goat_0119.jpg,abnormal_posture,side_right,low_light,far,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0120,train,goat_0120.jpg,healthy,rear,good,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0121,train,goat_0121.jpg,healthy,side_right,outdoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0122,train,goat_0122.jpg,possible_lameness,front,indoor,close,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0123,train,goat_0123.jpg,healthy,side_left,indoor,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0124,train,goat_0124.jpg,eye_discharge,side_right,low_light,medium,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0125,train,goat_0125.jpg,healthy,rear,low_light,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0126,train,goat_0126.jpg,multiple_visible_signs,front,low_light,medium,goat|eye_discharge|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0127,train,goat_0127.jpg,healthy,rear,low_light,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0128,train,goat_0128.jpg,abnormal_posture,side_left,low_light,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0129,train,goat_0129.jpg,healthy,rear,good,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0130,train,goat_0130.jpg,healthy,rear,indoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0131,train,goat_0131.jpg,possible_lameness,front,low_light,far,goat|possible_lameness,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0132,train,goat_0132.jpg,nasal_discharge,front,good,far,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0133,train,goat_0133.jpg,eye_discharge,rear,indoor,close,goat|eye_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0134,train,goat_0134.jpg,healthy,side_right,indoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0135,train,goat_0135.jpg,healthy,rear,outdoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0136,train,goat_0136.jpg,healthy,front,low_light,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0137,train,goat_0137.jpg,abnormal_posture,front,outdoor,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0138,train,goat_0138.jpg,skin_lesion,front,good,close,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0139,train,goat_0139.jpg,healthy,front,indoor,close,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0140,train,goat_0140.jpg,healthy,front,indoor,medium,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0141,train,goat_0141.jpg,skin_lesion,side_right,indoor,far,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0142,train,goat_0142.jpg,nasal_discharge,front,indoor,medium,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0143,train,goat_0143.jpg,healthy,front,outdoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0144,train,goat_0144.jpg,skin_lesion,rear,low_light,far,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0145,train,goat_0145.jpg,healthy,side_left,good,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0146,train,goat_0146.jpg,abnormal_posture,front,good,medium,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0147,train,goat_0147.jpg,nasal_discharge,side_right,good,far,goat|nasal_discharge,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0148,train,goat_0148.jpg,skin_lesion,front,low_light,medium,goat|skin_lesion,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0149,train,goat_0149.jpg,healthy,side_right,low_light,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0150,train,goat_0150.jpg,healthy,side_left,outdoor,far,goat,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0151,train,goat_0151.jpg,abnormal_posture,rear,low_light,medium,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0152,train,goat_0152.jpg,abnormal_posture,side_right,outdoor,close,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
goat_0153,train,goat_0153.jpg,abnormal_posture,front,outdoor,medium,goat|abnormal_posture,NEEDS_REAL_IMAGE_ANNOTATION,placeholder_manifest,NOT_A_DIAGNOSIS
